Id_Dep,Id_Mun,Departamento,Municipio,Idioma,Pobl. Idioma
1,109,Guatemala,San Pedro Sacatepéquez,Chalchiteka,12
1,109,Guatemala,San Pedro Sacatepéquez,Ch'orti',0
1,109,Guatemala,San Pedro Sacatepéquez,Chuj,0
1,109,Guatemala,San Pedro Sacatepéquez,Español,37316
1,109,Guatemala,San Pedro Sacatepéquez,Garífuna,4
1,109,Guatemala,San Pedro Sacatepéquez,Inglés,6
1,109,Guatemala,San Pedro Sacatepéquez,Itza',0
1,109,Guatemala,San Pedro Sacatepéquez,Ixil,27
1,109,Guatemala,San Pedro Sacatepéquez,Jakalteko /Popti',1
1,109,Guatemala,San Pedro Sacatepéquez,Kaqchikel,8233
1,109,Guatemala,San Pedro Sacatepéquez,K'iche',407
1,109,Guatemala,San Pedro Sacatepéquez,Mam,115
1,109,Guatemala,San Pedro Sacatepéquez,Mopan,2
1,109,Guatemala,San Pedro Sacatepéquez,No habla,41
1,109,Guatemala,San Pedro Sacatepéquez,Otro idioma,8
1,109,Guatemala,San Pedro Sacatepéquez,Poqomam,6
1,109,Guatemala,San Pedro Sacatepéquez,Poqomchi',41
1,109,Guatemala,San Pedro Sacatepéquez,Q'anjob'al,67
1,109,Guatemala,San Pedro Sacatepéquez,Q'eqchi',108
1,109,Guatemala,San Pedro Sacatepéquez,Sakapulteka,13
1,109,Guatemala,San Pedro Sacatepéquez,Señas,2
1,109,Guatemala,San Pedro Sacatepéquez,Sipakapense,19
1,109,Guatemala,San Pedro Sacatepéquez,Tektiteka,3
1,109,Guatemala,San Pedro Sacatepéquez,Tz'utujil,42
1,109,Guatemala,San Pedro Sacatepéquez,Uspanteka,5
1,109,Guatemala,San Pedro Sacatepéquez,Xinka,10
1,110,Guatemala,San Juan Sacatepéquez,Achi,849
1,110,Guatemala,San Juan Sacatepéquez,Akateka,105
1,110,Guatemala,San Juan Sacatepéquez,Awakateka,10
1,110,Guatemala,San Juan Sacatepéquez,Chalchiteka,162
1,110,Guatemala,San Juan Sacatepéquez,Ch'orti',4
1,110,Guatemala,San Juan Sacatepéquez,Chuj,1
1,110,Guatemala,San Juan Sacatepéquez,Español,160483
1,110,Guatemala,San Juan Sacatepéquez,Garífuna,24
1,110,Guatemala,San Juan Sacatepéquez,Inglés,73
1,110,Guatemala,San Juan Sacatepéquez,Itza',0
1,110,Guatemala,San Juan Sacatepéquez,Ixil,56
1,110,Guatemala,San Juan Sacatepéquez,Jakalteko /Popti',3
1,110,Guatemala,San Juan Sacatepéquez,Kaqchikel,35106
1,110,Guatemala,San Juan Sacatepéquez,K'iche',973
1,110,Guatemala,San Juan Sacatepéquez,Mam,236
1,110,Guatemala,San Juan Sacatepéquez,Mopan,2
1,110,Guatemala,San Juan Sacatepéquez,No habla,262
1,110,Guatemala,San Juan Sacatepéquez,Otro idioma,87
1,110,Guatemala,San Juan Sacatepéquez,Poqomam,27
1,110,Guatemala,San Juan Sacatepéquez,Poqomchi',108
1,110,Guatemala,San Juan Sacatepéquez,Q'anjob'al,34
1,110,Guatemala,San Juan Sacatepéquez,Q'eqchi',243
1,110,Guatemala,San Juan Sacatepéquez,Sakapulteka,12
1,110,Guatemala,San Juan Sacatepéquez,Señas,13
1,110,Guatemala,San Juan Sacatepéquez,Sipakapense,2
1,110,Guatemala,San Juan Sacatepéquez,Tektiteka,35
1,110,Guatemala,San Juan Sacatepéquez,Tz'utujil,181
1,110,Guatemala,San Juan Sacatepéquez,Uspanteka,48
1,110,Guatemala,San Juan Sacatepéquez,Xinka,65
1,111,Guatemala,San Raimundo,Achi,70
1,111,Guatemala,San Raimundo,Akateka,20
1,111,Guatemala,San Raimundo,Awakateka,1
1,111,Guatemala,San Raimundo,Chalchiteka,15
1,111,Guatemala,San Raimundo,Ch'orti',1
1,111,Guatemala,San Raimundo,Chuj,0
1,111,Guatemala,San Raimundo,Español,24085
1,111,Guatemala,San Raimundo,Garífuna,3
1,111,Guatemala,San Raimundo,Inglés,21
1,111,Guatemala,San Raimundo,Itza',0
1,111,Guatemala,San Raimundo,Ixil,3
1,111,Guatemala,San Raimundo,Jakalteko /Popti',0
1,111,Guatemala,San Raimundo,Kaqchikel,4409
1,111,Guatemala,San Raimundo,K'iche',88
1,111,Guatemala,San Raimundo,Mam,11
1,111,Guatemala,San Raimundo,Mopan,0
1,111,Guatemala,San Raimundo,No habla,39
1,111,Guatemala,San Raimundo,Otro idioma,9
1,111,Guatemala,San Raimundo,Poqomam,6
1,111,Guatemala,San Raimundo,Poqomchi',7
1,111,Guatemala,San Raimundo,Q'anjob'al,0
1,111,Guatemala,San Raimundo,Q'eqchi',18
1,111,Guatemala,San Raimundo,Sakapulteka,0
1,111,Guatemala,San Raimundo,Señas,3
1,111,Guatemala,San Raimundo,Sipakapense,0
1,111,Guatemala,San Raimundo,Tektiteka,3
1,111,Guatemala,San Raimundo,Tz'utujil,21
1,111,Guatemala,San Raimundo,Uspanteka,7
1,111,Guatemala,San Raimundo,Xinka,2
1,112,Guatemala,Chuarrancho,Achi,31
1,112,Guatemala,Chuarrancho,Akateka,3
1,112,Guatemala,Chuarrancho,Awakateka,0
1,112,Guatemala,Chuarrancho,Chalchiteka,4
1,112,Guatemala,Chuarrancho,Ch'orti',0
1,112,Guatemala,Chuarrancho,Chuj,0
1,112,Guatemala,Chuarrancho,Español,4569
1,112,Guatemala,Chuarrancho,Garífuna,0
1,112,Guatemala,Chuarrancho,Inglés,1
1,112,Guatemala,Chuarrancho,Itza',0
1,112,Guatemala,Chuarrancho,Ixil,0
1,112,Guatemala,Chuarrancho,Jakalteko /Popti',0
1,112,Guatemala,Chuarrancho,Kaqchikel,6765
1,112,Guatemala,Chuarrancho,K'iche',38
1,112,Guatemala,Chuarrancho,Mam,5
1,112,Guatemala,Chuarrancho,Mopan,0
1,112,Guatemala,Chuarrancho,No habla,22
1,112,Guatemala,Chuarrancho,Otro idioma,0
1,112,Guatemala,Chuarrancho,Poqomam,0
1,112,Guatemala,Chuarrancho,Poqomchi',2
1,112,Guatemala,Chuarrancho,Q'anjob'al,0
1,112,Guatemala,Chuarrancho,Q'eqchi',10
1,112,Guatemala,Chuarrancho,Sakapulteka,0
1,112,Guatemala,Chuarrancho,Señas,0
1,112,Guatemala,Chuarrancho,Sipakapense,0
1,112,Guatemala,Chuarrancho,Tektiteka,1
1,112,Guatemala,Chuarrancho,Tz'utujil,2
1,112,Guatemala,Chuarrancho,Uspanteka,0
1,112,Guatemala,Chuarrancho,Xinka,1
1,113,Guatemala,Fraijanes,Achi,192
1,113,Guatemala,Fraijanes,Akateka,29
1,113,Guatemala,Fraijanes,Awakateka,5
1,113,Guatemala,Fraijanes,Chalchiteka,44
1,113,Guatemala,Fraijanes,Ch'orti',6
1,113,Guatemala,Fraijanes,Chuj,10
1,113,Guatemala,Fraijanes,Español,53111
1,113,Guatemala,Fraijanes,Garífuna,14
1,113,Guatemala,Fraijanes,Inglés,166
1,113,Guatemala,Fraijanes,Itza',2
1,113,Guatemala,Fraijanes,Ixil,27
1,113,Guatemala,Fraijanes,Jakalteko /Popti',0
1,113,Guatemala,Fraijanes,Kaqchikel,354
1,113,Guatemala,Fraijanes,K'iche',452
1,113,Guatemala,Fraijanes,Mam,148
1,113,Guatemala,Fraijanes,Mopan,1
1,113,Guatemala,Fraijanes,No habla,88
1,113,Guatemala,Fraijanes,Otro idioma,139
1,113,Guatemala,Fraijanes,Poqomam,26
1,113,Guatemala,Fraijanes,Poqomchi',26
1,113,Guatemala,Fraijanes,Q'anjob'al,62
1,113,Guatemala,Fraijanes,Q'eqchi',164
1,113,Guatemala,Fraijanes,Sakapulteka,0
1,113,Guatemala,Fraijanes,Señas,10
1,113,Guatemala,Fraijanes,Sipakapense,3
1,113,Guatemala,Fraijanes,Tektiteka,2
1,113,Guatemala,Fraijanes,Tz'utujil,61
1,113,Guatemala,Fraijanes,Uspanteka,11
1,113,Guatemala,Fraijanes,Xinka,12
1,114,Guatemala,Amatitlán,Achi,608
1,114,Guatemala,Amatitlán,Akateka,34
1,114,Guatemala,Amatitlán,Awakateka,2
1,114,Guatemala,Amatitlán,Chalchiteka,134
1,114,Guatemala,Amatitlán,Ch'orti',1
1,114,Guatemala,Amatitlán,Chuj,0
1,114,Guatemala,Amatitlán,Español,105315
1,114,Guatemala,Amatitlán,Garífuna,9
1,114,Guatemala,Amatitlán,Inglés,55
1,114,Guatemala,Amatitlán,Itza',2
1,114,Guatemala,Amatitlán,Ixil,38
1,114,Guatemala,Amatitlán,Jakalteko /Popti',1
1,114,Guatemala,Amatitlán,Kaqchikel,477
1,114,Guatemala,Amatitlán,K'iche',533
1,114,Guatemala,Amatitlán,Mam,60
1,114,Guatemala,Amatitlán,Mopan,0
1,114,Guatemala,Amatitlán,No habla,81
1,114,Guatemala,Amatitlán,Otro idioma,52
1,114,Guatemala,Amatitlán,Poqomam,48
1,114,Guatemala,Amatitlán,Poqomchi',40
1,114,Guatemala,Amatitlán,Q'anjob'al,9
1,114,Guatemala,Amatitlán,Q'eqchi',83
1,114,Guatemala,Amatitlán,Sakapulteka,1
1,114,Guatemala,Amatitlán,Señas,16
1,114,Guatemala,Amatitlán,Sipakapense,0
1,114,Guatemala,Amatitlán,Tektiteka,13
1,114,Guatemala,Amatitlán,Tz'utujil,156
1,114,Guatemala,Amatitlán,Uspanteka,12
1,114,Guatemala,Amatitlán,Xinka,65
1,115,Guatemala,Villa Nueva,Achi,1268
1,115,Guatemala,Villa Nueva,Akateka,208
1,115,Guatemala,Villa Nueva,Awakateka,178
1,115,Guatemala,Villa Nueva,Chalchiteka,322
1,115,Guatemala,Villa Nueva,Ch'orti',5
1,115,Guatemala,Villa Nueva,Chuj,4
1,115,Guatemala,Villa Nueva,Español,391613
1,115,Guatemala,Villa Nueva,Garífuna,61
1,115,Guatemala,Villa Nueva,Inglés,302
1,115,Guatemala,Villa Nueva,Itza',16
1,115,Guatemala,Villa Nueva,Ixil,398
1,115,Guatemala,Villa Nueva,Jakalteko /Popti',11
1,115,Guatemala,Villa Nueva,Kaqchikel,2812
1,115,Guatemala,Villa Nueva,K'iche',3156
1,115,Guatemala,Villa Nueva,Mam,665
1,115,Guatemala,Villa Nueva,Mopan,3
1,115,Guatemala,Villa Nueva,No habla,257
1,115,Guatemala,Villa Nueva,Otro idioma,327
1,115,Guatemala,Villa Nueva,Poqomam,50
1,115,Guatemala,Villa Nueva,Poqomchi',144
1,115,Guatemala,Villa Nueva,Q'anjob'al,98
1,115,Guatemala,Villa Nueva,Q'eqchi',836
1,115,Guatemala,Villa Nueva,Sakapulteka,73
1,115,Guatemala,Villa Nueva,Señas,29
1,115,Guatemala,Villa Nueva,Sipakapense,13
1,115,Guatemala,Villa Nueva,Tektiteka,51
1,115,Guatemala,Villa Nueva,Tz'utujil,412
1,115,Guatemala,Villa Nueva,Uspanteka,86
1,115,Guatemala,Villa Nueva,Xinka,93
1,116,Guatemala,Villa Canales,Achi,265
1,116,Guatemala,Villa Canales,Akateka,77
1,116,Guatemala,Villa Canales,Awakateka,60
1,116,Guatemala,Villa Canales,Chalchiteka,95
1,116,Guatemala,Villa Canales,Ch'orti',2
1,116,Guatemala,Villa Canales,Chuj,19
1,116,Guatemala,Villa Canales,Español,140360
1,116,Guatemala,Villa Canales,Garífuna,13
1,116,Guatemala,Villa Canales,Inglés,72
1,116,Guatemala,Villa Canales,Itza',2
1,116,Guatemala,Villa Canales,Ixil,16
1,116,Guatemala,Villa Canales,Jakalteko /Popti',3
1,116,Guatemala,Villa Canales,Kaqchikel,760
1,116,Guatemala,Villa Canales,K'iche',748
1,116,Guatemala,Villa Canales,Mam,138
1,116,Guatemala,Villa Canales,Mopan,2
1,116,Guatemala,Villa Canales,No habla,94
1,116,Guatemala,Villa Canales,Otro idioma,75
1,116,Guatemala,Villa Canales,Poqomam,9
1,116,Guatemala,Villa Canales,Poqomchi',35
1,116,Guatemala,Villa Canales,Q'anjob'al,74
1,116,Guatemala,Villa Canales,Q'eqchi',216
1,116,Guatemala,Villa Canales,Sakapulteka,12
1,116,Guatemala,Villa Canales,Señas,23
1,116,Guatemala,Villa Canales,Sipakapense,1
1,116,Guatemala,Villa Canales,Tektiteka,13
1,116,Guatemala,Villa Canales,Tz'utujil,85
1,116,Guatemala,Villa Canales,Uspanteka,13
1,116,Guatemala,Villa Canales,Xinka,41
1,117,Guatemala,Petapa,Achi,544
1,117,Guatemala,Petapa,Akateka,49
1,117,Guatemala,Petapa,Awakateka,13
1,117,Guatemala,Petapa,Chalchiteka,83
1,117,Guatemala,Petapa,Ch'orti',2
1,117,Guatemala,Petapa,Chuj,2
1,117,Guatemala,Petapa,Español,122888
1,117,Guatemala,Petapa,Garífuna,24
1,117,Guatemala,Petapa,Inglés,102
1,117,Guatemala,Petapa,Itza',6
1,117,Guatemala,Petapa,Ixil,27
1,117,Guatemala,Petapa,Jakalteko /Popti',5
1,117,Guatemala,Petapa,Kaqchikel,1072
1,117,Guatemala,Petapa,K'iche',1116
1,117,Guatemala,Petapa,Mam,213
1,117,Guatemala,Petapa,Mopan,2
1,117,Guatemala,Petapa,No habla,66
1,117,Guatemala,Petapa,Otro idioma,90
1,117,Guatemala,Petapa,Poqomam,20
1,117,Guatemala,Petapa,Poqomchi',36
1,117,Guatemala,Petapa,Q'anjob'al,53
1,117,Guatemala,Petapa,Q'eqchi',203
1,117,Guatemala,Petapa,Sakapulteka,8
1,117,Guatemala,Petapa,Señas,16
1,117,Guatemala,Petapa,Sipakapense,5
1,117,Guatemala,Petapa,Tektiteka,13
1,117,Guatemala,Petapa,Tz'utujil,85
1,117,Guatemala,Petapa,Uspanteka,23
1,117,Guatemala,Petapa,Xinka,40
2,201,El Progreso,Guastatoya,Achi,68
2,201,El Progreso,Guastatoya,Akateka,3
2,201,El Progreso,Guastatoya,Awakateka,2
2,201,El Progreso,Guastatoya,Chalchiteka,24
2,201,El Progreso,Guastatoya,Ch'orti',1
2,201,El Progreso,Guastatoya,Chuj,0
2,201,El Progreso,Guastatoya,Español,22645
2,201,El Progreso,Guastatoya,Garífuna,8
2,201,El Progreso,Guastatoya,Inglés,8
2,201,El Progreso,Guastatoya,Itza',0
2,201,El Progreso,Guastatoya,Ixil,0
2,201,El Progreso,Guastatoya,Jakalteko /Popti',0
2,201,El Progreso,Guastatoya,Kaqchikel,54
2,201,El Progreso,Guastatoya,K'iche',128
2,201,El Progreso,Guastatoya,Mam,14
2,201,El Progreso,Guastatoya,Mopan,0
2,201,El Progreso,Guastatoya,No habla,16
2,201,El Progreso,Guastatoya,Otro idioma,2
2,201,El Progreso,Guastatoya,Poqomam,3
2,201,El Progreso,Guastatoya,Poqomchi',17
2,201,El Progreso,Guastatoya,Q'anjob'al,3
2,201,El Progreso,Guastatoya,Q'eqchi',30
2,201,El Progreso,Guastatoya,Sakapulteka,0
2,201,El Progreso,Guastatoya,Señas,0
2,201,El Progreso,Guastatoya,Sipakapense,0
2,201,El Progreso,Guastatoya,Tektiteka,6
2,201,El Progreso,Guastatoya,Tz'utujil,17
2,201,El Progreso,Guastatoya,Uspanteka,1
2,201,El Progreso,Guastatoya,Xinka,2
2,202,El Progreso,Morazán,Achi,20
2,202,El Progreso,Morazán,Akateka,3
2,202,El Progreso,Morazán,Awakateka,0
2,202,El Progreso,Morazán,Chalchiteka,7
2,202,El Progreso,Morazán,Ch'orti',0
2,202,El Progreso,Morazán,Chuj,0
2,202,El Progreso,Morazán,Español,11167
2,202,El Progreso,Morazán,Garífuna,1
2,202,El Progreso,Morazán,Inglés,2
2,202,El Progreso,Morazán,Itza',0
